commodity,market,price_rwf,price_date
Maize Flour,Kigali City Market,3653,2025-09-07
Maize Flour,Nyabugogo,3339,2025-09-07
Beans (Dry),Kicukiro,1074,2025-09-07
Maize Flour,Kimisagara,3308,2025-09-07
Potatoes,Kimisagara,583,2025-09-07
Rice,Kicukiro,10165,2025-09-08
Rice,Kimisagara,9628,2025-09-08
Rice,Kimironko,10146,2025-09-08
Cabbage,Nyabugogo,303,2025-09-09
Potatoes,Kimisagara,586,2025-09-09
Potatoes,Kimironko,661,2025-09-09
Flour,Kicukiro,3614,2025-09-09
Bananas,Nyabugogo,413,2025-09-10
Rice,Nyabugogo,9784,2025-09-10
Bananas,Kigali City Market,479,2025-09-11
Rice,Kimironko,10518,2025-09-11
Potatoes,Kigali City Market,688,2025-09-12
Spinach,Kigali City Market,223,2025-09-12
Sorghum,Nyabugogo,585,2025-09-12
Maize,Kigali City Market,489,2025-09-13
Spinach,Kigali City Market,233,2025-09-13
Flour,Kicukiro,3602,2025-09-13
Bananas,Kimironko,455,2025-09-14
Potatoes,Kimisagara,618,2025-09-14
Cabbage,Kimisagara,314,2025-09-14
Maize,Kicukiro,480,2025-09-14
Maize Flour,Kigali City Market,3747,2025-09-14
Rice,Kigali City Market,10693,2025-09-14
Beans (Dry),Kigali City Market,1041,2025-09-15
Potatoes,Kicukiro,673,2025-09-15
Potatoes,Kimisagara,607,2025-09-16
Flour,Kimironko,3522,2025-09-17
Rice,Kigali City Market,10836,2025-09-18
Sorghum,Kimironko,621,2025-09-18
Maize Flour,Kimironko,3754,2025-09-19
Bananas,Kimironko,444,2025-09-19
Potatoes,Kimisagara,620,2025-09-19
Potatoes,Nyabugogo,592,2025-09-20
Flour,Kimironko,3368,2025-09-20
Bananas,Kimironko,429,2025-09-21
Spinach,Nyabugogo,192,2025-09-21
Spinach,Kimisagara,194,2025-09-21
Flour,Nyabugogo,3284,2025-09-22
Cabbage,Kigali City Market,331,2025-09-24
Beans (Dry),Kicukiro,1058,2025-09-24
Flour,Kicukiro,3399,2025-09-24
Bananas,Kimisagara,399,2025-09-24
Rice,Kigali City Market,10567,2025-09-24
Potatoes,Kicukiro,648,2025-09-24
Bananas,Kicukiro,461,2025-09-24
Maize,Kimironko,478,2025-09-25
Maize,Kimironko,453,2025-09-25
Rice,Kimisagara,9534,2025-09-25
Maize Flour,Kimironko,3474,2025-09-25
Rice,Nyabugogo,9234,2025-09-26
Bananas,Nyabugogo,442,2025-09-26
Cabbage,Kimironko,311,2025-09-26
Rice,Nyabugogo,9755,2025-09-26
Cabbage,Kigali City Market,343,2025-09-27
Spinach,Kimisagara,200,2025-09-27
Sorghum,Kimironko,652,2025-09-28
Rice,Nyabugogo,10142,2025-09-28
Maize,Nyabugogo,444,2025-09-29
Spinach,Nyabugogo,194,2025-09-29
Flour,Kimironko,3452,2025-09-29
Maize Flour,Kigali City Market,3603,2025-09-30
Bananas,Kicukiro,442,2025-09-30
Bananas,Nyabugogo,429,2025-09-30
Beans (Dry),Kigali City Market,1066,2025-09-30
Bananas,Kigali City Market,485,2025-09-30
Spinach,Kimironko,210,2025-10-01
Flour,Kimisagara,3182,2025-10-02
Spinach,Kicukiro,221,2025-10-02
Flour,Nyabugogo,3206,2025-10-02
Maize,Kigali City Market,487,2025-10-03
Rice,Kimisagara,9512,2025-10-03
Cabbage,Kicukiro,329,2025-10-04
Maize,Kimisagara,411,2025-10-04
Rice,Kigali City Market,10664,2025-10-04
Maize,Kigali City Market,503,2025-10-04
Rice,Kicukiro,10410,2025-10-04
Spinach,Kimironko,208,2025-10-05
Rice,Kimisagara,9555,2025-10-05
Spinach,Kigali City Market,223,2025-10-06
Sorghum,Kicukiro,649,2025-10-06
Rice,Kigali City Market,11001,2025-10-07
Bananas,Nyabugogo,433,2025-10-07
Beans (Dry),Kigali City Market,1078,2025-10-07
Sorghum,Kigali City Market,616,2025-10-07
Sorghum,Kigali City Market,656,2025-10-07
Spinach,Kicukiro,220,2025-10-08
Rice,Kimisagara,9674,2025-10-08
Cabbage,Kicukiro,335,2025-10-08
Beans (Dry),Kimisagara,912,2025-10-08
Flour,Kicukiro,3617,2025-10-08
Maize,Nyabugogo,442,2025-10-08
Bananas,Kimisagara,427,2025-10-09
Cabbage,Kimisagara,287,2025-10-09
Maize Flour,Nyabugogo,3377,2025-10-11
Maize Flour,Nyabugogo,3252,2025-10-12
Beans (Dry),Kimisagara,1000,2025-10-12
Sorghum,Kimisagara,594,2025-10-12
Maize,Kigali City Market,459,2025-10-13
Potatoes,Kimisagara,593,2025-10-13
Maize Flour,Kigali City Market,3646,2025-10-13
Rice,Nyabugogo,9338,2025-10-13
Rice,Kigali City Market,11157,2025-10-13
Sorghum,Kigali City Market,638,2025-10-14
Maize,Nyabugogo,444,2025-10-14
Maize Flour,Kigali City Market,3656,2025-10-14
Cabbage,Kimironko,333,2025-10-14
Flour,Kimironko,3395,2025-10-14
Flour,Kimisagara,3257,2025-10-15
Rice,Kimisagara,9524,2025-10-15
Maize Flour,Kimironko,3687,2025-10-15
Bananas,Kimisagara,406,2025-10-15
Rice,Kimisagara,9762,2025-10-16
Potatoes,Kigali City Market,696,2025-10-17
Bananas,Kimironko,436,2025-10-18
Bananas,Nyabugogo,435,2025-10-19
Cabbage,Nyabugogo,317,2025-10-19
Maize,Kigali City Market,501,2025-10-19
Beans (Dry),Kimironko,1004,2025-10-19
Cabbage,Kimisagara,308,2025-10-19
Maize Flour,Kimisagara,3210,2025-10-20
Potatoes,Kigali City Market,655,2025-10-20
Maize,Kigali City Market,509,2025-10-20
Spinach,Kimisagara,200,2025-10-20
Maize Flour,Kigali City Market,3787,2025-10-20
Maize,Nyabugogo,460,2025-10-20
Sorghum,Kigali City Market,623,2025-10-21
Bananas,Kigali City Market,476,2025-10-21
Potatoes,Kigali City Market,659,2025-10-21
Potatoes,Kicukiro,701,2025-10-21
Bananas,Nyabugogo,450,2025-10-21
Flour,Nyabugogo,3387,2025-10-21
Spinach,Kicukiro,231,2025-10-22
Maize Flour,Nyabugogo,3502,2025-10-22
Maize Flour,Kigali City Market,3678,2025-10-22
Beans (Dry),Kimironko,1010,2025-10-22
Bananas,Kicukiro,479,2025-10-23
Maize Flour,Kimisagara,3451,2025-10-23
Flour,Kimironko,3466,2025-10-24
Sorghum,Kimisagara,571,2025-10-25
Beans (Dry),Kigali City Market,1091,2025-10-25
Maize,Kicukiro,472,2025-10-27
Potatoes,Kicukiro,679,2025-10-29
Sorghum,Kimironko,625,2025-10-29
Flour,Kimisagara,3331,2025-10-30
Maize,Nyabugogo,449,2025-10-30
Spinach,Nyabugogo,201,2025-10-30
Sorghum,Kimisagara,596,2025-10-30
Maize Flour,Kimisagara,3222,2025-10-30
Potatoes,Kimironko,692,2025-10-30
Beans (Dry),Kimironko,1088,2025-11-01
Flour,Nyabugogo,3394,2025-11-01
Cabbage,Kimironko,326,2025-11-02
Maize Flour,Kigali City Market,3713,2025-11-02
Spinach,Kigali City Market,236,2025-11-02
Sorghum,Kimisagara,589,2025-11-02
Sorghum,Kimisagara,585,2025-11-02
Flour,Kicukiro,3542,2025-11-02
Spinach,Nyabugogo,214,2025-11-02
Sorghum,Kigali City Market,639,2025-11-02
Maize Flour,Kicukiro,3609,2025-11-02
Cabbage,Kigali City Market,359,2025-11-03
Potatoes,Kimironko,655,2025-11-03
Maize,Kimironko,466,2025-11-03
Sorghum,Kigali City Market,662,2025-11-04
Maize,Kigali City Market,484,2025-11-04
Potatoes,Kicukiro,662,2025-11-04
Beans (Dry),Nyabugogo,1032,2025-11-04
Beans (Dry),Kigali City Market,1155,2025-11-05
Rice,Kimironko,10417,2025-11-05
Flour,Nyabugogo,3493,2025-11-05
Spinach,Kimisagara,210,2025-11-05
Spinach,Kicukiro,234,2025-11-06
Flour,Nyabugogo,3441,2025-11-06
Beans (Dry),Kimironko,1118,2025-11-07
Spinach,Kimisagara,204,2025-11-07
Flour,Nyabugogo,3376,2025-11-08
Rice,Nyabugogo,9547,2025-11-09
Rice,Kimironko,10514,2025-11-09
Potatoes,Kimironko,685,2025-11-10
Beans (Dry),Kicukiro,1124,2025-11-10
Beans (Dry),Kigali City Market,1141,2025-11-10
Flour,Nyabugogo,3283,2025-11-10
Flour,Kigali City Market,3834,2025-11-10
Maize,Nyabugogo,449,2025-11-11
Rice,Kicukiro,10365,2025-11-12
Flour,Kimisagara,3192,2025-11-12
Maize Flour,Nyabugogo,3617,2025-11-12
Maize,Kimisagara,429,2025-11-12
Flour,Kimironko,3431,2025-11-13
Maize Flour,Nyabugogo,3569,2025-11-13
Maize,Kicukiro,494,2025-11-13
Spinach,Kimironko,245,2025-11-14
Spinach,Kigali City Market,251,2025-11-14
Beans (Dry),Kimisagara,1059,2025-11-14
Maize,Nyabugogo,454,2025-11-15
Maize Flour,Kigali City Market,3992,2025-11-15
Flour,Kimironko,3784,2025-11-16
Potatoes,Kicukiro,720,2025-11-16
Rice,Nyabugogo,10196,2025-11-17
Beans (Dry),Kigali City Market,1147,2025-11-17
Maize Flour,Kimironko,3901,2025-11-17
Maize,Kimironko,483,2025-11-17
Rice,Kimironko,10946,2025-11-17
Beans (Dry),Nyabugogo,993,2025-11-17
Bananas,Kicukiro,484,2025-11-17
Cabbage,Kimironko,343,2025-11-17
Maize Flour,Nyabugogo,3573,2025-11-18
Bananas,Kimisagara,451,2025-11-19
Cabbage,Kigali City Market,378,2025-11-19
Rice,Kimironko,10428,2025-11-19
Flour,Kimisagara,3223,2025-11-19
Sorghum,Kimironko,655,2025-11-20
Rice,Kimisagara,9472,2025-11-20
Cabbage,Kicukiro,366,2025-11-21
Beans (Dry),Nyabugogo,1069,2025-11-21
Rice,Nyabugogo,10348,2025-11-21
Maize,Kimisagara,447,2025-11-21
Maize Flour,Kimironko,3902,2025-11-22
Maize Flour,Kimisagara,3537,2025-11-22
Maize Flour,Kicukiro,3961,2025-11-23
Flour,Kimisagara,3332,2025-11-23
Bananas,Kigali City Market,539,2025-11-23
Potatoes,Kicukiro,747,2025-11-23
Rice,Nyabugogo,10147,2025-11-23
Bananas,Kicukiro,522,2025-11-23
Potatoes,Kigali City Market,746,2025-11-23
Bananas,Kicukiro,525,2025-11-24
Beans (Dry),Kigali City Market,1218,2025-11-24
Sorghum,Kimironko,661,2025-11-24
Sorghum,Nyabugogo,600,2025-11-24
Cabbage,Kicukiro,367,2025-11-24
Bananas,Kicukiro,502,2025-11-24
Cabbage,Kimironko,351,2025-11-24
Potatoes,Kimisagara,683,2025-11-25
Spinach,Kimisagara,230,2025-11-25
Spinach,Kimisagara,239,2025-11-25
Spinach,Nyabugogo,247,2025-11-26
Sorghum,Kimisagara,606,2025-11-26
Maize,Kimisagara,450,2025-11-26
Bananas,Kimisagara,462,2025-11-27
Maize Flour,Kimisagara,3602,2025-11-27
Maize,Kicukiro,516,2025-11-28
Cabbage,Nyabugogo,349,2025-11-29
Potatoes,Kigali City Market,793,2025-11-29
Rice,Kimisagara,10456,2025-11-29
Beans (Dry),Kimironko,1149,2025-11-29
Flour,Nyabugogo,3521,2025-11-29
Rice,Kigali City Market,11333,2025-11-30
Sorghum,Kicukiro,663,2025-11-30
Maize,Kicukiro,499,2025-12-01
Spinach,Kigali City Market,279,2025-12-01
Potatoes,Kimironko,705,2025-12-02
Spinach,Kicukiro,266,2025-12-02
Beans (Dry),Kigali City Market,1168,2025-12-03
Cabbage,Nyabugogo,370,2025-12-03
Maize Flour,Nyabugogo,3715,2025-12-03
Flour,Kimisagara,3407,2025-12-03
Maize,Nyabugogo,473,2025-12-04
Flour,Nyabugogo,3492,2025-12-04
Rice,Kimironko,10836,2025-12-04
Sorghum,Kimisagara,637,2025-12-04
Flour,Kigali City Market,3672,2025-12-04
Maize,Kimironko,489,2025-12-05
Maize Flour,Kicukiro,3835,2025-12-05
Maize Flour,Kimironko,3762,2025-12-05
Spinach,Nyabugogo,248,2025-12-05
Spinach,Kigali City Market,281,2025-12-05
Rice,Nyabugogo,9994,2025-12-05
Beans (Dry),Kimisagara,1121,2025-12-05
Sorghum,Nyabugogo,625,2025-12-06
Sorghum,Kicukiro,677,2025-12-06
Flour,Kimisagara,3246,2025-12-06
Maize,Kigali City Market,521,2025-12-06
Maize Flour,Kicukiro,3764,2025-12-06
Spinach,Nyabugogo,240,2025-12-06
Cabbage,Kimironko,390,2025-12-06
Rice,Kimironko,10652,2025-12-06
Sorghum,Kicukiro,685,2025-12-07
Cabbage,Kimisagara,344,2025-12-08
Maize Flour,Kimironko,4000,2025-12-08
Potatoes,Kimisagara,725,2025-12-09
Potatoes,Kicukiro,783,2025-12-09
Maize Flour,Kimironko,4034,2025-12-10
Maize,Kigali City Market,558,2025-12-10
Beans (Dry),Kimironko,1136,2025-12-10
Maize Flour,Nyabugogo,3595,2025-12-10
Bananas,Kimisagara,496,2025-12-10
Rice,Nyabugogo,9885,2025-12-10
Maize Flour,Kigali City Market,4249,2025-12-10
Potatoes,Kicukiro,806,2025-12-10
Spinach,Kimisagara,257,2025-12-11
Potatoes,Kimironko,784,2025-12-11
Rice,Kigali City Market,11718,2025-12-12
Flour,Nyabugogo,3610,2025-12-12
Maize Flour,Kimisagara,3572,2025-12-12
Bananas,Kicukiro,577,2025-12-13
Flour,Kigali City Market,3979,2025-12-14
Cabbage,Kicukiro,400,2025-12-14
Bananas,Kicukiro,578,2025-12-14
Sorghum,Kicukiro,675,2025-12-15
Potatoes,Kicukiro,813,2025-12-16
Potatoes,Kimironko,807,2025-12-16
Spinach,Nyabugogo,269,2025-12-16
Maize Flour,Kimironko,4108,2025-12-16
Potatoes,Kigali City Market,800,2025-12-16
Potatoes,Kimironko,766,2025-12-17
Spinach,Kimisagara,252,2025-12-17
Cabbage,Kigali City Market,396,2025-12-17
Flour,Kimironko,3904,2025-12-17
Beans (Dry),Kicukiro,1257,2025-12-17
Bananas,Kicukiro,568,2025-12-17
Cabbage,Kimironko,410,2025-12-17
Sorghum,Nyabugogo,682,2025-12-18
Potatoes,Kicukiro,830,2025-12-18
Flour,Kicukiro,3681,2025-12-18
Spinach,Kicukiro,290,2025-12-18
Sorghum,Kigali City Market,748,2025-12-18
Sorghum,Kimironko,661,2025-12-18
Rice,Kimisagara,10283,2025-12-18
Maize Flour,Kimisagara,3677,2025-12-19
Maize,Nyabugogo,481,2025-12-19
Maize Flour,Kicukiro,4055,2025-12-19
Rice,Kicukiro,11635,2025-12-20
Flour,Kimisagara,3360,2025-12-20
Cabbage,Kicukiro,408,2025-12-20
Potatoes,Kigali City Market,810,2025-12-20
Beans (Dry),Kicukiro,1282,2025-12-20
Flour,Kigali City Market,4042,2025-12-21
Rice,Kimisagara,9893,2025-12-21
Sorghum,Nyabugogo,631,2025-12-21
Sorghum,Kicukiro,711,2025-12-22
Bananas,Kigali City Market,615,2025-12-22
Rice,Nyabugogo,10301,2025-12-22
Maize,Kicukiro,570,2025-12-23
Maize Flour,Kigali City Market,4117,2025-12-23
Potatoes,Kigali City Market,813,2025-12-23
Bananas,Kigali City Market,608,2025-12-23
Cabbage,Kigali City Market,418,2025-12-23
Potatoes,Kigali City Market,832,2025-12-24
Maize Flour,Kimisagara,3668,2025-12-24
Cabbage,Kicukiro,396,2025-12-24
Bananas,Nyabugogo,567,2025-12-25
Maize Flour,Kigali City Market,4134,2025-12-25
Maize Flour,Nyabugogo,3662,2025-12-25
Rice,Kicukiro,11183,2025-12-25
Sorghum,Kicukiro,739,2025-12-25
Rice,Kimironko,10833,2025-12-25
Spinach,Kigali City Market,295,2025-12-25
Bananas,Kicukiro,599,2025-12-25
Maize,Kimironko,562,2025-12-26
Beans (Dry),Kigali City Market,1235,2025-12-26
Maize,Nyabugogo,492,2025-12-26
Rice,Nyabugogo,10372,2025-12-26
Maize Flour,Kimironko,4054,2025-12-27
Flour,Kicukiro,3803,2025-12-27
Sorghum,Kimisagara,624,2025-12-28
Cabbage,Kicukiro,411,2025-12-29
Cabbage,Kimisagara,386,2025-12-29
Maize Flour,Kimironko,4192,2025-12-29
Sorghum,Kimironko,741,2025-12-29
Maize,Nyabugogo,498,2025-12-30
Bananas,Kimironko,587,2025-12-31
Spinach,Kigali City Market,303,2025-12-31
