commodity,market,price_rwf,price_date
Potatoes,Kimironko,676,2024-08-21
Rice,Kicukiro,11131,2024-08-21
Beans (Dry),Kimironko,1041,2024-08-22
Potatoes,Kimironko,667,2024-08-22
Beans (Dry),Kimironko,1091,2024-08-22
Spinach,Kigali City Market,239,2024-08-22
Beans (Dry),Kicukiro,1127,2024-08-23
Bananas,Nyabugogo,435,2024-08-23
Maize Flour,Kimironko,3825,2024-08-23
Cabbage,Kigali City Market,370,2024-08-24
Cabbage,Kigali City Market,356,2024-08-25
Flour,Kigali City Market,3728,2024-08-25
Bananas,Kigali City Market,494,2024-08-25
Bananas,Kigali City Market,499,2024-08-25
Beans (Dry),Kimironko,1058,2024-08-26
Beans (Dry),Kicukiro,1066,2024-08-26
Maize Flour,Kimironko,3491,2024-08-27
Beans (Dry),Kimisagara,978,2024-08-27
Rice,Nyabugogo,10084,2024-08-28
Sorghum,Nyabugogo,607,2024-08-28
Flour,Kimisagara,3095,2024-08-28
Bananas,Kimironko,493,2024-08-28
Rice,Kicukiro,10452,2024-08-28
Flour,Kimironko,3666,2024-08-29
Potatoes,Kimironko,671,2024-08-29
Rice,Kigali City Market,11066,2024-08-29
Beans (Dry),Nyabugogo,1021,2024-08-29
Rice,Kimisagara,9168,2024-08-30
Maize Flour,Kimironko,3776,2024-08-30
Potatoes,Kimironko,654,2024-08-30
Cabbage,Kigali City Market,344,2024-08-30
Potatoes,Kigali City Market,677,2024-08-31
Maize Flour,Kigali City Market,3778,2024-08-31
Beans (Dry),Kimisagara,998,2024-08-31
Sorghum,Kimisagara,582,2024-08-31
Maize Flour,Kicukiro,3684,2024-08-31
Cabbage,Kicukiro,335,2024-08-31
Cabbage,Kigali City Market,335,2024-09-01
Maize Flour,Kimironko,3612,2024-09-01
Rice,Kicukiro,10037,2024-09-01
Rice,Kimironko,10233,2024-09-01
Sorghum,Kimironko,657,2024-09-01
Potatoes,Nyabugogo,598,2024-09-02
Bananas,Kigali City Market,495,2024-09-02
Rice,Kigali City Market,10390,2024-09-02
Flour,Kicukiro,3755,2024-09-04
Rice,Kimisagara,9482,2024-09-04
Sorghum,Kicukiro,644,2024-09-04
Rice,Kimironko,10211,2024-09-04
Rice,Kimisagara,9371,2024-09-04
Sorghum,Kimironko,613,2024-09-04
Bananas,Kimironko,482,2024-09-04
Bananas,Kimironko,453,2024-09-05
Flour,Kicukiro,3583,2024-09-05
Maize,Kigali City Market,492,2024-09-06
Potatoes,Kigali City Market,690,2024-09-06
Rice,Kigali City Market,10924,2024-09-07
Spinach,Kicukiro,218,2024-09-07
Spinach,Kimisagara,194,2024-09-07
Cabbage,Nyabugogo,326,2024-09-07
Sorghum,Kigali City Market,657,2024-09-07
Potatoes,Kicukiro,651,2024-09-07
Spinach,Kimironko,213,2024-09-08
Maize Flour,Kimisagara,3374,2024-09-09
Cabbage,Nyabugogo,318,2024-09-09
Potatoes,Kigali City Market,662,2024-09-11
Cabbage,Kicukiro,327,2024-09-11
Beans (Dry),Kigali City Market,1096,2024-09-11
Sorghum,Nyabugogo,602,2024-09-11
Cabbage,Kigali City Market,324,2024-09-12
Maize,Kigali City Market,485,2024-09-15
Bananas,Kigali City Market,451,2024-09-15
Bananas,Nyabugogo,407,2024-09-15
Potatoes,Kicukiro,693,2024-09-16
Maize,Kigali City Market,477,2024-09-16
Cabbage,Kimisagara,286,2024-09-16
Potatoes,Kimironko,622,2024-09-17
Maize Flour,Nyabugogo,3321,2024-09-17
Maize Flour,Nyabugogo,3562,2024-09-17
Spinach,Kigali City Market,225,2024-09-17
Maize,Kimironko,480,2024-09-17
Bananas,Kimironko,468,2024-09-18
Maize,Kimisagara,425,2024-09-18
Potatoes,Nyabugogo,614,2024-09-18
Maize,Kicukiro,472,2024-09-18
Bananas,Nyabugogo,406,2024-09-19
Spinach,Kimisagara,197,2024-09-19
Spinach,Kimisagara,187,2024-09-19
Rice,Kigali City Market,10895,2024-09-20
Cabbage,Kimisagara,298,2024-09-20
Maize Flour,Kigali City Market,3679,2024-09-20
Potatoes,Kimironko,679,2024-09-20
Potatoes,Kicukiro,686,2024-09-21
Bananas,Kimironko,430,2024-09-21
Flour,Kigali City Market,3499,2024-09-21
Flour,Kicukiro,3649,2024-09-22
Flour,Kicukiro,3666,2024-09-24
Beans (Dry),Kigali City Market,1120,2024-09-25
Bananas,Kimironko,464,2024-09-25
Flour,Kigali City Market,3500,2024-09-25
Maize,Kigali City Market,464,2024-09-25
Sorghum,Kimironko,644,2024-09-26
Cabbage,Nyabugogo,313,2024-09-26
Maize Flour,Kicukiro,3839,2024-09-27
Flour,Kimironko,3438,2024-09-28
Bananas,Nyabugogo,418,2024-09-28
Rice,Nyabugogo,9258,2024-09-28
Bananas,Nyabugogo,421,2024-09-28
Sorghum,Kimisagara,580,2024-09-30
Beans (Dry),Kicukiro,1026,2024-09-30
Rice,Kimisagara,9933,2024-09-30
Sorghum,Kicukiro,609,2024-10-01
Potatoes,Kimisagara,592,2024-10-01
Maize,Kicukiro,454,2024-10-01
Sorghum,Nyabugogo,575,2024-10-01
Flour,Kimisagara,3349,2024-10-01
Spinach,Kimisagara,193,2024-10-02
Bananas,Nyabugogo,420,2024-10-02
Cabbage,Kicukiro,337,2024-10-02
Sorghum,Nyabugogo,613,2024-10-02
Potatoes,Kimironko,626,2024-10-03
Bananas,Kimisagara,395,2024-10-04
Flour,Kimisagara,3138,2024-10-04
Potatoes,Nyabugogo,635,2024-10-05
Spinach,Kimisagara,203,2024-10-05
Bananas,Kimisagara,426,2024-10-05
Spinach,Kigali City Market,228,2024-10-05
Cabbage,Kicukiro,341,2024-10-05
Potatoes,Kimisagara,613,2024-10-07
Sorghum,Kicukiro,647,2024-10-08
Beans (Dry),Nyabugogo,966,2024-10-08
Spinach,Kimironko,221,2024-10-08
Maize,Kimisagara,410,2024-10-08
Cabbage,Kimisagara,285,2024-10-09
Flour,Nyabugogo,3424,2024-10-09
Potatoes,Kigali City Market,694,2024-10-09
Potatoes,Kicukiro,671,2024-10-09
Beans (Dry),Kicukiro,1041,2024-10-09
Maize,Kimisagara,407,2024-10-09
Beans (Dry),Kicukiro,1056,2024-10-09
Maize Flour,Kimironko,3686,2024-10-10
Maize Flour,Kicukiro,3853,2024-10-10
Beans (Dry),Nyabugogo,952,2024-10-10
Rice,Nyabugogo,9627,2024-10-10
Sorghum,Kigali City Market,642,2024-10-10
Flour,Nyabugogo,3205,2024-10-10
Cabbage,Kimironko,337,2024-10-10
Sorghum,Kigali City Market,645,2024-10-10
Maize Flour,Kicukiro,3649,2024-10-10
Bananas,Kimisagara,402,2024-10-10
Maize,Kimisagara,422,2024-10-10
Potatoes,Kimisagara,581,2024-10-11
Maize Flour,Nyabugogo,3395,2024-10-12
Flour,Kimironko,3657,2024-10-12
Beans (Dry),Kimisagara,931,2024-10-12
Potatoes,Kigali City Market,670,2024-10-12
Beans (Dry),Kimisagara,977,2024-10-13
Sorghum,Nyabugogo,596,2024-10-13
Flour,Kicukiro,3478,2024-10-14
Sorghum,Kigali City Market,659,2024-10-14
Flour,Kigali City Market,3710,2024-10-14
Spinach,Kicukiro,218,2024-10-14
Sorghum,Kigali City Market,630,2024-10-14
Maize Flour,Kimironko,3641,2024-10-15
Maize Flour,Kicukiro,3882,2024-10-15
Maize,Kimironko,446,2024-10-15
Flour,Nyabugogo,3414,2024-10-15
Spinach,Nyabugogo,202,2024-10-15
Sorghum,Kigali City Market,677,2024-10-16
Sorghum,Kimironko,627,2024-10-16
Flour,Kimironko,3598,2024-10-16
Sorghum,Kimisagara,598,2024-10-16
Rice,Kicukiro,10702,2024-10-17
Maize Flour,Kimironko,3716,2024-10-17
Flour,Kimironko,3391,2024-10-17
Maize Flour,Kigali City Market,3936,2024-10-17
Sorghum,Nyabugogo,568,2024-10-17
Bananas,Kimironko,462,2024-10-17
Potatoes,Kimironko,662,2024-10-17
Flour,Kigali City Market,3745,2024-10-17
Flour,Nyabugogo,3339,2024-10-18
Cabbage,Kicukiro,328,2024-10-18
Sorghum,Kimisagara,579,2024-10-18
Spinach,Kigali City Market,218,2024-10-19
Spinach,Kimisagara,204,2024-10-19
Flour,Kimisagara,3286,2024-10-19
Spinach,Kicukiro,220,2024-10-20
Potatoes,Kimironko,690,2024-10-21
Bananas,Kicukiro,462,2024-10-22
Potatoes,Kimisagara,606,2024-10-23
Flour,Kimisagara,3294,2024-10-23
Maize,Kimironko,466,2024-10-23
Sorghum,Nyabugogo,581,2024-10-25
Flour,Kimisagara,3221,2024-10-26
Flour,Kimironko,3488,2024-10-26
Bananas,Kigali City Market,471,2024-10-26
Maize Flour,Kimisagara,3459,2024-10-26
Potatoes,Nyabugogo,600,2024-10-26
Spinach,Kicukiro,232,2024-10-26
Bananas,Kicukiro,482,2024-10-27
Maize,Kicukiro,496,2024-10-28
Maize,Nyabugogo,427,2024-10-28
Bananas,Nyabugogo,430,2024-10-28
Sorghum,Kicukiro,669,2024-10-30
Cabbage,Kimisagara,316,2024-10-30
Sorghum,Kicukiro,673,2024-10-30
Spinach,Kimironko,226,2024-10-31
Sorghum,Kimisagara,557,2024-10-31
Potatoes,Kimisagara,648,2024-10-31
Maize,Kimironko,490,2024-11-01
Beans (Dry),Kimironko,1106,2024-11-01
Maize,Nyabugogo,466,2024-11-01
Flour,Kimisagara,3250,2024-11-02
Flour,Kigali City Market,3625,2024-11-03
Potatoes,Kimisagara,637,2024-11-04
Spinach,Nyabugogo,210,2024-11-04
Maize,Kigali City Market,517,2024-11-05
Rice,Kimironko,10454,2024-11-05
Rice,Kimisagara,10115,2024-11-06
Potatoes,Kigali City Market,696,2024-11-06
Bananas,Kicukiro,497,2024-11-06
Rice,Kigali City Market,11208,2024-11-06
Maize,Kimisagara,427,2024-11-07
Flour,Kimisagara,3360,2024-11-08
Flour,Kimisagara,3172,2024-11-08
Potatoes,Kicukiro,693,2024-11-09
Flour,Nyabugogo,3239,2024-11-09
Cabbage,Kimironko,340,2024-11-10
Maize Flour,Kigali City Market,3872,2024-11-10
Spinach,Nyabugogo,221,2024-11-10
Beans (Dry),Kimisagara,959,2024-11-11
Flour,Kicukiro,3601,2024-11-11
Cabbage,Nyabugogo,324,2024-11-12
Sorghum,Kimisagara,570,2024-11-12
Flour,Nyabugogo,3341,2024-11-12
Bananas,Kimironko,497,2024-11-13
Beans (Dry),Kigali City Market,1175,2024-11-13
Maize Flour,Kimisagara,3316,2024-11-14
Sorghum,Kicukiro,638,2024-11-15
Maize Flour,Kigali City Market,3751,2024-11-15
Rice,Kigali City Market,10961,2024-11-16
Maize,Kimisagara,438,2024-11-16
Sorghum,Kigali City Market,681,2024-11-17
Spinach,Kimisagara,227,2024-11-17
Flour,Nyabugogo,3318,2024-11-17
Rice,Kigali City Market,11310,2024-11-18
Rice,Kigali City Market,11300,2024-11-18
Bananas,Kigali City Market,500,2024-11-18
Maize Flour,Nyabugogo,3616,2024-11-18
Rice,Kimironko,10201,2024-11-19
Sorghum,Kigali City Market,652,2024-11-20
Cabbage,Kigali City Market,380,2024-11-20
Flour,Kimisagara,3435,2024-11-20
Potatoes,Kicukiro,744,2024-11-22
Cabbage,Kicukiro,367,2024-11-22
Spinach,Kicukiro,245,2024-11-22
Maize Flour,Kicukiro,3927,2024-11-22
Maize,Kimironko,510,2024-11-23
Sorghum,Kicukiro,678,2024-11-23
Spinach,Kimironko,248,2024-11-24
Beans (Dry),Kigali City Market,1191,2024-11-24
Maize,Kimironko,525,2024-11-25
Spinach,Kimisagara,239,2024-11-26
Beans (Dry),Kimironko,1172,2024-11-26
Rice,Nyabugogo,9761,2024-11-26
Sorghum,Kimisagara,638,2024-11-26
Potatoes,Kimisagara,639,2024-11-26
Maize Flour,Kicukiro,3837,2024-11-27
Potatoes,Kicukiro,704,2024-11-27
Flour,Nyabugogo,3557,2024-11-27
Bananas,Kigali City Market,525,2024-11-28
Sorghum,Kimironko,688,2024-11-28
Potatoes,Kicukiro,715,2024-11-28
Maize,Nyabugogo,470,2024-11-28
Maize,Kigali City Market,551,2024-11-29
Maize,Kimironko,529,2024-11-29
Spinach,Nyabugogo,252,2024-11-29
Potatoes,Kigali City Market,744,2024-11-29
Maize,Kigali City Market,536,2024-11-30
Beans (Dry),Kimisagara,1066,2024-11-30
Maize Flour,Kimironko,3960,2024-12-01
Maize Flour,Nyabugogo,3615,2024-12-01
Potatoes,Kimironko,768,2024-12-01
Potatoes,Kimisagara,684,2024-12-01
Flour,Kigali City Market,3727,2024-12-01
Spinach,Kicukiro,256,2024-12-01
Rice,Kimisagara,10375,2024-12-02
Potatoes,Kigali City Market,754,2024-12-02
Bananas,Kimisagara,464,2024-12-02
Beans (Dry),Kimisagara,1026,2024-12-02
Beans (Dry),Nyabugogo,1094,2024-12-02
Sorghum,Kimisagara,613,2024-12-03
Maize Flour,Nyabugogo,3785,2024-12-03
Flour,Kigali City Market,3779,2024-12-03
Maize,Kimisagara,448,2024-12-03
Maize Flour,Kicukiro,3950,2024-12-04
Flour,Kimisagara,3501,2024-12-04
Maize Flour,Kicukiro,4003,2024-12-04
Flour,Kimisagara,3279,2024-12-05
Flour,Kicukiro,3713,2024-12-06
Sorghum,Kimironko,695,2024-12-07
Cabbage,Kimironko,401,2024-12-08
Maize Flour,Kicukiro,4023,2024-12-09
Spinach,Kicukiro,287,2024-12-09
Sorghum,Nyabugogo,634,2024-12-09
Bananas,Kigali City Market,572,2024-12-09
Cabbage,Kimisagara,349,2024-12-09
Bananas,Kimironko,552,2024-12-10
Rice,Kicukiro,10987,2024-12-10
Flour,Kicukiro,3837,2024-12-10
Sorghum,Nyabugogo,616,2024-12-10
Potatoes,Kimironko,737,2024-12-10
Cabbage,Kimisagara,352,2024-12-11
Maize Flour,Kigali City Market,4114,2024-12-12
Spinach,Nyabugogo,261,2024-12-12
Potatoes,Kimisagara,730,2024-12-13
Maize,Nyabugogo,476,2024-12-13
Flour,Kimisagara,3305,2024-12-14
Maize,Nyabugogo,498,2024-12-14
Flour,Kicukiro,3818,2024-12-14
Maize Flour,Kigali City Market,4101,2024-12-14
Maize,Kimisagara,461,2024-12-14
Potatoes,Nyabugogo,703,2024-12-15
Potatoes,Kigali City Market,814,2024-12-15
Rice,Kimisagara,10707,2024-12-15
Spinach,Kimironko,291,2024-12-15
Beans (Dry),Kimisagara,1110,2024-12-16
Beans (Dry),Kicukiro,1266,2024-12-16
Spinach,Kigali City Market,289,2024-12-18
Potatoes,Kimironko,775,2024-12-18
Flour,Kimironko,3761,2024-12-18
Rice,Kigali City Market,11487,2024-12-18
Potatoes,Kicukiro,769,2024-12-18
Beans (Dry),Nyabugogo,1138,2024-12-19
Maize Flour,Nyabugogo,3811,2024-12-19
Rice,Nyabugogo,10177,2024-12-19
Beans (Dry),Kimironko,1186,2024-12-19
Spinach,Kigali City Market,291,2024-12-20
Maize,Kicukiro,521,2024-12-21
Maize,Kicukiro,528,2024-12-21
Sorghum,Kimironko,661,2024-12-21
Beans (Dry),Nyabugogo,1182,2024-12-22
Maize Flour,Kimironko,4058,2024-12-22
Rice,Kimironko,10766,2024-12-22
Maize Flour,Kimisagara,3511,2024-12-23
Potatoes,Kimisagara,703,2024-12-23
Beans (Dry),Kimisagara,1144,2024-12-24
Rice,Kimironko,10667,2024-12-24
Cabbage,Kimironko,428,2024-12-24
Bananas,Kimironko,607,2024-12-25
Cabbage,Kicukiro,397,2024-12-25
Cabbage,Kimironko,418,2024-12-25
Sorghum,Kicukiro,705,2024-12-25
Maize,Kimironko,553,2024-12-26
Rice,Kimironko,11562,2024-12-26
Bananas,Nyabugogo,577,2024-12-26
Flour,Kimironko,3675,2024-12-26
Maize,Kimironko,528,2024-12-26
Maize Flour,Nyabugogo,3928,2024-12-26
Bananas,Kimisagara,571,2024-12-27
Maize,Nyabugogo,497,2024-12-28
Cabbage,Kimironko,418,2024-12-29
Bananas,Kigali City Market,599,2024-12-29
Bananas,Kigali City Market,597,2024-12-29
Maize Flour,Kimisagara,3668,2024-12-30
Bananas,Kigali City Market,617,2024-12-30
Maize Flour,Kigali City Market,4220,2024-12-30
Rice,Kicukiro,11170,2024-12-30
Sorghum,Kimironko,742,2024-12-31
Cabbage,Kimironko,422,2024-12-31
