commodity,market,price_rwf,price_date
Maize Flour,Nyabugogo,3849,2026-05-02
Beans (Dry),Kimironko,1425,2026-05-02
Maize Flour,Kicukiro,4324,2026-05-03
Cabbage,Kimironko,485,2026-05-03
Spinach,Kimironko,363,2026-05-03
Rice,Nyabugogo,10496,2026-05-03
Maize,Kigali City Market,616,2026-05-03
Bananas,Kimironko,729,2026-05-04
Flour,Kicukiro,3960,2026-05-04
Sorghum,Kimironko,762,2026-05-04
Bananas,Kimironko,714,2026-05-04
Rice,Kigali City Market,11809,2026-05-04
Potatoes,Kicukiro,928,2026-05-04
Maize,Kimironko,594,2026-05-04
Potatoes,Kimisagara,903,2026-05-05
Potatoes,Kimironko,903,2026-05-05
Potatoes,Kimironko,961,2026-05-05
Cabbage,Nyabugogo,474,2026-05-06
Bananas,Kimisagara,659,2026-05-06
Maize Flour,Kimironko,4284,2026-05-06
Maize Flour,Nyabugogo,4127,2026-05-06
Maize Flour,Kimironko,4080,2026-05-06
Maize,Kicukiro,611,2026-05-06
Spinach,Kimironko,366,2026-05-07
Maize,Kicukiro,601,2026-05-07
Spinach,Kimisagara,349,2026-05-07
Cabbage,Kimisagara,467,2026-05-07
Rice,Kimironko,11071,2026-05-07
Beans (Dry),Kicukiro,1433,2026-05-07
Potatoes,Kimironko,945,2026-05-08
Cabbage,Kimironko,498,2026-05-08
Cabbage,Kigali City Market,503,2026-05-08
Beans (Dry),Kimironko,1407,2026-05-08
Maize Flour,Kimironko,4183,2026-05-09
Maize Flour,Kimironko,4319,2026-05-09
Bananas,Kigali City Market,746,2026-05-09
Spinach,Kimironko,372,2026-05-09
Beans (Dry),Kimironko,1487,2026-05-09
Rice,Kimironko,11099,2026-05-09
Potatoes,Kimironko,939,2026-05-09
Maize,Nyabugogo,560,2026-05-09
Cabbage,Kimironko,498,2026-05-09
Flour,Kigali City Market,4186,2026-05-09
Spinach,Kimironko,375,2026-05-09
Maize,Kigali City Market,635,2026-05-09
Maize Flour,Kimisagara,3824,2026-05-10
Bananas,Kimisagara,626,2026-05-10
Flour,Kicukiro,4198,2026-05-11
Cabbage,Nyabugogo,457,2026-05-11
Maize,Nyabugogo,569,2026-05-11
Rice,Nyabugogo,10680,2026-05-11
Potatoes,Kimisagara,811,2026-05-11
Maize Flour,Kigali City Market,4491,2026-05-12
Maize Flour,Kigali City Market,4531,2026-05-12
Sorghum,Kimironko,750,2026-05-12
Flour,Kicukiro,4010,2026-05-12
Maize,Kicukiro,605,2026-05-12
Bananas,Nyabugogo,641,2026-05-12
Cabbage,Kimisagara,452,2026-05-12
Maize,Kicukiro,606,2026-05-13
Cabbage,Kicukiro,486,2026-05-13
Maize Flour,Nyabugogo,3913,2026-05-14
Rice,Kicukiro,12209,2026-05-14
Bananas,Kimironko,711,2026-05-14
Maize Flour,Kicukiro,4180,2026-05-14
Flour,Kicukiro,3878,2026-05-14
Spinach,Kimisagara,334,2026-05-15
Beans (Dry),Kicukiro,1479,2026-05-15
Beans (Dry),Nyabugogo,1373,2026-05-15
Potatoes,Kimisagara,825,2026-05-16
Rice,Kimisagara,10260,2026-05-16
Potatoes,Kigali City Market,972,2026-05-16
Maize Flour,Kimisagara,3897,2026-05-16
Sorghum,Kigali City Market,810,2026-05-16
Maize,Nyabugogo,546,2026-05-17
Sorghum,Kigali City Market,780,2026-05-17
Potatoes,Kimisagara,808,2026-05-17
Spinach,Nyabugogo,347,2026-05-17
Maize Flour,Kimisagara,4000,2026-05-17
Cabbage,Kimironko,471,2026-05-17
Sorghum,Kimisagara,673,2026-05-18
Bananas,Nyabugogo,676,2026-05-18
Maize Flour,Kicukiro,4504,2026-05-18
Maize Flour,Kigali City Market,4474,2026-05-18
Bananas,Nyabugogo,629,2026-05-18
Beans (Dry),Kigali City Market,1408,2026-05-19
Potatoes,Nyabugogo,855,2026-05-19
Bananas,Kimisagara,616,2026-05-19
Maize Flour,Kimironko,4085,2026-05-19
Cabbage,Kimisagara,456,2026-05-19
Bananas,Kimisagara,627,2026-05-19
Spinach,Nyabugogo,325,2026-05-20
Flour,Kimironko,3884,2026-05-20
Spinach,Kicukiro,356,2026-05-20
Beans (Dry),Kigali City Market,1378,2026-05-20
Spinach,Nyabugogo,324,2026-05-21
Maize Flour,Kimisagara,3724,2026-05-21
Potatoes,Kimisagara,821,2026-05-21
Cabbage,Kicukiro,503,2026-05-21
Spinach,Kimisagara,322,2026-05-22
Sorghum,Kimironko,721,2026-05-22
Beans (Dry),Nyabugogo,1285,2026-05-22
Maize Flour,Kimisagara,3745,2026-05-22
Maize,Kimironko,579,2026-05-23
Maize,Kimisagara,514,2026-05-23
Sorghum,Kimironko,725,2026-05-23
Maize Flour,Kicukiro,4306,2026-05-24
Maize,Kimisagara,564,2026-05-24
Beans (Dry),Kimironko,1424,2026-05-24
Bananas,Kimironko,675,2026-05-24
Maize Flour,Kigali City Market,4482,2026-05-24
Maize Flour,Nyabugogo,4018,2026-05-24
Bananas,Kimironko,657,2026-05-24
Potatoes,Kimisagara,807,2026-05-24
Bananas,Kigali City Market,681,2026-05-25
Rice,Kimironko,11726,2026-05-25
Potatoes,Kimisagara,812,2026-05-25
Rice,Nyabugogo,11156,2026-05-26
Sorghum,Kicukiro,744,2026-05-26
Maize,Kimisagara,529,2026-05-26
Rice,Kigali City Market,12184,2026-05-26
Spinach,Kigali City Market,352,2026-05-26
Beans (Dry),Kimisagara,1211,2026-05-26
Spinach,Kimisagara,322,2026-05-26
Beans (Dry),Nyabugogo,1348,2026-05-26
Rice,Kimisagara,10987,2026-05-26
Potatoes,Kimisagara,848,2026-05-26
Maize,Kigali City Market,611,2026-05-26
Maize Flour,Kimisagara,3960,2026-05-26
Maize,Kimisagara,531,2026-05-26
Rice,Kicukiro,11692,2026-05-26
Cabbage,Kimisagara,414,2026-05-26
Rice,Kimironko,11972,2026-05-27
Beans (Dry),Kimisagara,1284,2026-05-27
Flour,Nyabugogo,3745,2026-05-27
Maize,Kimisagara,541,2026-05-27
Potatoes,Kimironko,881,2026-05-28
Sorghum,Kimisagara,689,2026-05-28
Sorghum,Kicukiro,729,2026-05-28
Beans (Dry),Kimisagara,1299,2026-05-28
Spinach,Kimisagara,336,2026-05-28
Rice,Kicukiro,11132,2026-05-28
Cabbage,Kigali City Market,503,2026-05-29
Cabbage,Kigali City Market,495,2026-05-29
Flour,Kimisagara,3642,2026-05-29
Maize,Nyabugogo,526,2026-05-29
Beans (Dry),Kimironko,1354,2026-05-29
Potatoes,Kimisagara,815,2026-05-29
Potatoes,Kigali City Market,908,2026-05-29
Sorghum,Kigali City Market,745,2026-05-29
Flour,Nyabugogo,3843,2026-05-30
Sorghum,Nyabugogo,697,2026-05-30
Maize Flour,Kigali City Market,4419,2026-05-30
Maize Flour,Kimisagara,3679,2026-05-30
Spinach,Kimironko,359,2026-05-30
Maize,Kimisagara,558,2026-05-31
Maize Flour,Nyabugogo,3758,2026-05-31
Cabbage,Nyabugogo,423,2026-05-31
Flour,Kimironko,4011,2026-05-31
Potatoes,Kicukiro,930,2026-05-31
Spinach,Kigali City Market,348,2026-06-01
Rice,Kigali City Market,11553,2026-06-01
Maize Flour,Nyabugogo,3936,2026-06-01
Maize Flour,Nyabugogo,3867,2026-06-01
Beans (Dry),Kicukiro,1330,2026-06-01
Rice,Nyabugogo,10338,2026-06-01
Maize,Nyabugogo,551,2026-06-01
Rice,Kimisagara,10603,2026-06-01
Rice,Kigali City Market,11844,2026-06-02
Flour,Kimironko,4004,2026-06-02
Bananas,Nyabugogo,645,2026-06-02
Maize,Nyabugogo,524,2026-06-02
Maize Flour,Nyabugogo,3989,2026-06-02
Maize Flour,Kimironko,3997,2026-06-02
Maize,Kicukiro,612,2026-06-03
Bananas,Kicukiro,690,2026-06-03
Sorghum,Kimironko,731,2026-06-03
Maize,Kimironko,603,2026-06-03
Maize,Kimisagara,554,2026-06-03
Rice,Kimisagara,10339,2026-06-03
Maize Flour,Kicukiro,4187,2026-06-04
Beans (Dry),Kicukiro,1353,2026-06-04
Flour,Kigali City Market,4182,2026-06-04
Cabbage,Nyabugogo,419,2026-06-04
Sorghum,Kimisagara,672,2026-06-04
Maize Flour,Nyabugogo,3801,2026-06-04
Maize,Kimironko,580,2026-06-04
Potatoes,Nyabugogo,819,2026-06-04
Cabbage,Kimironko,435,2026-06-04
Potatoes,Kimironko,856,2026-06-05
Beans (Dry),Nyabugogo,1235,2026-06-05
Maize Flour,Kimisagara,3741,2026-06-05
Maize,Kimironko,555,2026-06-05
Cabbage,Kimisagara,414,2026-06-05
Potatoes,Kimisagara,829,2026-06-06
Sorghum,Kimironko,731,2026-06-06
Maize Flour,Kigali City Market,4479,2026-06-06
Flour,Kimisagara,3435,2026-06-06
Bananas,Kicukiro,689,2026-06-07
Rice,Kicukiro,11252,2026-06-07
Bananas,Kicukiro,657,2026-06-07
Maize,Nyabugogo,549,2026-06-07
Sorghum,Kimisagara,664,2026-06-07
Cabbage,Kigali City Market,444,2026-06-07
Sorghum,Kimisagara,702,2026-06-08
Flour,Kigali City Market,4118,2026-06-08
Sorghum,Kimironko,745,2026-06-08
Potatoes,Kimisagara,778,2026-06-08
Spinach,Kimisagara,304,2026-06-08
Maize,Kimisagara,518,2026-06-08
Spinach,Kicukiro,346,2026-06-09
Maize Flour,Kimisagara,3637,2026-06-09
Bananas,Kicukiro,660,2026-06-09
Maize Flour,Kimisagara,3800,2026-06-09
Sorghum,Kicukiro,716,2026-06-09
Maize Flour,Kigali City Market,4321,2026-06-09
Flour,Kimironko,3813,2026-06-09
Flour,Nyabugogo,3521,2026-06-10
Rice,Kimironko,11507,2026-06-10
Spinach,Kigali City Market,361,2026-06-10
Maize Flour,Kimisagara,3596,2026-06-11
Maize Flour,Kimironko,4241,2026-06-11
Spinach,Kimironko,319,2026-06-11
Maize,Nyabugogo,546,2026-06-12
Maize Flour,Kigali City Market,4197,2026-06-12
Maize,Kicukiro,585,2026-06-12
Maize Flour,Nyabugogo,3764,2026-06-12
Cabbage,Kigali City Market,446,2026-06-12
Maize Flour,Nyabugogo,3706,2026-06-12
Potatoes,Kimisagara,782,2026-06-12
Maize Flour,Kimisagara,3897,2026-06-13
Rice,Kimironko,10993,2026-06-13
Maize Flour,Kigali City Market,4041,2026-06-13
Maize Flour,Kigali City Market,4072,2026-06-13
Sorghum,Kicukiro,762,2026-06-14
Maize Flour,Kigali City Market,4100,2026-06-14
Sorghum,Kimironko,721,2026-06-14
Maize,Kigali City Market,610,2026-06-14
Potatoes,Kimironko,830,2026-06-14
Spinach,Kigali City Market,325,2026-06-14
Maize Flour,Kigali City Market,4135,2026-06-15
Spinach,Kimisagara,287,2026-06-15
Beans (Dry),Kimisagara,1211,2026-06-15
Flour,Kigali City Market,3846,2026-06-15
Maize Flour,Kimisagara,3830,2026-06-15
Rice,Kimisagara,10724,2026-06-16
Beans (Dry),Nyabugogo,1233,2026-06-16
Cabbage,Kimironko,416,2026-06-16
Beans (Dry),Kimisagara,1215,2026-06-16
Spinach,Kicukiro,337,2026-06-16
Sorghum,Kimironko,730,2026-06-16
Maize Flour,Nyabugogo,3736,2026-06-17
Rice,Nyabugogo,10752,2026-06-17
Bananas,Nyabugogo,589,2026-06-17
Potatoes,Nyabugogo,833,2026-06-17
Beans (Dry),Nyabugogo,1184,2026-06-17
Maize,Kimisagara,497,2026-06-18
Spinach,Kigali City Market,325,2026-06-18
Sorghum,Kicukiro,714,2026-06-18
Flour,Nyabugogo,3445,2026-06-18
Cabbage,Kimisagara,396,2026-06-18
Rice,Kimironko,10957,2026-06-18
Potatoes,Kimisagara,747,2026-06-18
Beans (Dry),Kimisagara,1216,2026-06-18
Beans (Dry),Kicukiro,1364,2026-06-18
Flour,Kigali City Market,4105,2026-06-18
Potatoes,Nyabugogo,792,2026-06-18
Potatoes,Kimisagara,794,2026-06-19
Maize Flour,Kigali City Market,4057,2026-06-19
Flour,Kigali City Market,3778,2026-06-19
Rice,Kicukiro,11140,2026-06-19
Beans (Dry),Kicukiro,1356,2026-06-19
Maize,Kimironko,542,2026-06-19
Sorghum,Kimironko,718,2026-06-20
Potatoes,Kimisagara,798,2026-06-20
Spinach,Kimisagara,294,2026-06-20
Potatoes,Kimisagara,778,2026-06-20
Bananas,Kimisagara,581,2026-06-20
Flour,Kimironko,3736,2026-06-20
Beans (Dry),Nyabugogo,1209,2026-06-20
Maize Flour,Kimisagara,3654,2026-06-21
Spinach,Kimironko,326,2026-06-21
Potatoes,Kicukiro,877,2026-06-21
Flour,Kimironko,3948,2026-06-21
Cabbage,Kimironko,430,2026-06-21
Spinach,Kicukiro,329,2026-06-22
Rice,Kimironko,11413,2026-06-22
Spinach,Kimironko,314,2026-06-22
Beans (Dry),Kicukiro,1278,2026-06-22
Bananas,Kimisagara,561,2026-06-22
Maize,Kimironko,527,2026-06-22
Beans (Dry),Kimisagara,1181,2026-06-22
Beans (Dry),Nyabugogo,1219,2026-06-22
Cabbage,Kigali City Market,446,2026-06-23
Maize Flour,Kigali City Market,4129,2026-06-23
Bananas,Kimironko,606,2026-06-24
Beans (Dry),Kigali City Market,1350,2026-06-24
Sorghum,Kimisagara,678,2026-06-24
Rice,Kicukiro,11541,2026-06-24
Spinach,Nyabugogo,288,2026-06-24
Flour,Kimironko,3965,2026-06-24
Rice,Kimironko,11600,2026-06-24
Beans (Dry),Kimisagara,1133,2026-06-25
Maize Flour,Kimisagara,3681,2026-06-25
Spinach,Kigali City Market,304,2026-06-26
Spinach,Kicukiro,300,2026-06-26
Maize,Kimironko,532,2026-06-26
Beans (Dry),Kimisagara,1207,2026-06-26
Beans (Dry),Kimironko,1312,2026-06-26
Potatoes,Nyabugogo,756,2026-06-26
Potatoes,Kimironko,780,2026-06-27
Sorghum,Kicukiro,728,2026-06-27
Sorghum,Nyabugogo,644,2026-06-27
Maize,Nyabugogo,515,2026-06-27
Cabbage,Kicukiro,411,2026-06-27
Maize Flour,Nyabugogo,3650,2026-06-27
Cabbage,Kicukiro,446,2026-06-27
Bananas,Kimisagara,558,2026-06-28
Maize Flour,Kimironko,3962,2026-06-28
Rice,Kimisagara,10103,2026-06-28
Rice,Kimironko,11456,2026-06-28
Cabbage,Kimisagara,382,2026-06-28
Potatoes,Kimisagara,714,2026-06-28
Beans (Dry),Nyabugogo,1128,2026-06-28
Bananas,Nyabugogo,581,2026-06-28
Sorghum,Kimisagara,621,2026-06-28
Spinach,Kimironko,302,2026-06-28
Sorghum,Kigali City Market,713,2026-06-29
Bananas,Kimisagara,548,2026-06-29
Spinach,Kigali City Market,322,2026-06-29
Rice,Kigali City Market,11420,2026-06-29
Sorghum,Kicukiro,724,2026-06-30
Spinach,Kimironko,311,2026-06-30
Rice,Kigali City Market,10921,2026-06-30
Spinach,Kigali City Market,318,2026-06-30
Beans (Dry),Kigali City Market,1330,2026-06-30
Spinach,Kigali City Market,311,2026-07-01
Flour,Kimironko,3812,2026-07-01
Cabbage,Kicukiro,428,2026-07-01
Beans (Dry),Kimisagara,1121,2026-07-01
Maize Flour,Nyabugogo,3623,2026-07-01
Spinach,Nyabugogo,282,2026-07-02
Maize,Kimironko,559,2026-07-02
Rice,Kimisagara,9863,2026-07-02
Bananas,Kimisagara,549,2026-07-02
Spinach,Kicukiro,300,2026-07-02
Potatoes,Kimisagara,766,2026-07-03
Potatoes,Kigali City Market,850,2026-07-03
Rice,Kimisagara,9795,2026-07-03
Maize,Kigali City Market,538,2026-07-03
Potatoes,Kimironko,835,2026-07-03
Cabbage,Kimisagara,396,2026-07-03
Rice,Nyabugogo,10569,2026-07-03
Cabbage,Kimisagara,381,2026-07-03
Bananas,Kicukiro,579,2026-07-03
Rice,Kimironko,11026,2026-07-03
Sorghum,Nyabugogo,680,2026-07-04
Rice,Nyabugogo,10268,2026-07-04
Cabbage,Kicukiro,426,2026-07-04
Bananas,Kimisagara,563,2026-07-04
Spinach,Kimironko,299,2026-07-04
Bananas,Kimisagara,558,2026-07-05
Cabbage,Nyabugogo,402,2026-07-05
Beans (Dry),Kigali City Market,1329,2026-07-05
Spinach,Kigali City Market,313,2026-07-05
Spinach,Kicukiro,297,2026-07-05
Sorghum,Kimisagara,620,2026-07-05
